14,35.56
30,33.02
46,35.56
61,35.56
76,33.02
93,33.02
108,35.56
123,35.56
139,35.56
155,35.56
171,35.56
186,35.56
202,33.02
218,33.02
233,35.56
248,35.56
265,33.02
280,35.56
295,35.56
312,35.56
327,35.56
343,35.56
359,35.56
374,35.56
390,35.56
405,35.56
421,35.56
437,35.56
452,33.02
468,33.02
484,33.02
499,33.02
515,35.56
531,33.02
546,33.02
562,35.56
578,35.56
593,35.56
609,35.56
624,35.56
641,35.56
656,35.56
671,35.56
688,35.56
703,38.10
718,38.10
734,38.10
750,38.10
765,38.10
781,38.10
797,40.64
813,43.18
828,43.18
843,43.18
860,40.64
875,38.10
890,38.10
907,38.10
922,38.10
937,38.10
953,40.64
969,40.64
985,40.64
1000,58.42
1016,60.96
1032,60.96
1047,63.50
1063,63.50
1079,63.50
1094,48.26
1111,40.64
1126,40.64
1141,40.64
1158,40.64
1173,40.64
1188,40.64
1205,40.64
1220,40.64
1235,40.64
1252,40.64
1267,40.64
1283,40.64
1299,66.04
1314,68.58
1330,68.58
1346,71.12
1361,71.12
1377,71.12
1393,68.58
1409,71.12
1424,71.12
1440,71.12
1456,106.68
1471,109.22
1487,109.22
1503,111.76
1519,109.22
1534,109.22
1550,111.76
1566,111.76
1582,111.76
1597,48.26
1613,40.64
1629,40.64
1644,40.64
1660,40.64
1676,40.64
1691,76.20
1708,109.22
1723,109.22
1738,111.76
1755,111.76
1770,111.76
1786,81.28
1802,43.18
1817,43.18
1833,40.64
1849,38.10
1864,38.10
1881,38.10
1896,38.10
1911,38.10
1928,38.10
1943,55.88
1958,58.42
1975,58.42
1990,60.96
2006,60.96
2022,60.96
2037,48.26
2053,43.18
2069,40.64
2084,40.64
2100,40.64
2116,40.64
2131,40.64
2147,58.42
2163,58.42
2179,58.42
2194,43.18
2210,40.64
2226,40.64
2241,55.88
2257,58.42
2273,58.42
2288,58.42
2305,58.42
2320,58.42
2335,45.72
2352,38.10
2367,38.10
2382,38.10
2399,38.10
2414,38.10
2429,38.10
2446,38.10
2461,38.10
2477,38.10
2493,38.10
2508,35.56
2524,35.56
2540,35.56
2555,35.56
2571,35.56
2587,35.56
2603,35.56
2618,35.56
2634,35.56
2650,35.56
2665,35.56
2681,35.56
-1,-1
3697,35.56
3713,35.56
3728,35.56
3744,38.10
3760,38.10
3775,35.56
3791,35.56
3807,35.56
3822,38.10
3838,38.10
3854,35.56
3869,35.56
3886,38.10
3901,35.56
3916,38.10
3933,35.56
3948,35.56
3963,35.56
3980,35.56
3995,35.56
4011,35.56
4027,35.56
4042,35.56
4058,38.10
4074,38.10
4089,38.10
4105,38.10
4121,38.10
4136,38.10
4152,35.56
4168,38.10
4184,40.64
4199,38.10
4215,38.10
4231,38.10
4246,38.10
4262,40.64
4278,40.64
4293,40.64
4310,40.64
4325,43.18
4340,40.64
4357,40.64
4372,50.80
4387,58.42
4404,58.42
4419,58.42
4434,58.42
4451,60.96
4466,63.50
4482,63.50
4498,60.96
4513,63.50
4529,48.26
4545,43.18
4560,40.64
4576,40.64
4592,40.64
4608,40.64
4623,53.34
4639,58.42
4655,58.42
4670,48.26
4686,40.64
4702,40.64
4717,40.64
4733,38.10
4749,38.10
4764,38.10
4781,38.10
4796,38.10
4811,38.10
4828,63.50
4843,66.04
4858,66.04
4875,81.28
4890,106.68
4905,109.22
4922,109.22
4937,109.22
4954,109.22
4969,66.04
4984,43.18
5001,40.64
5016,40.64
5031,104.14
5048,106.68
5063,109.22
5079,111.76
5095,111.76
5110,109.22
5126,48.26
5142,40.64
5157,40.64
5173,63.50
5189,68.58
5204,68.58
5220,68.58
5236,68.58
5252,68.58
5267,68.58
5283,68.58
5299,71.12
5314,58.42
5330,43.18
5346,43.18
5361,40.64
5378,40.64
5393,40.64
5408,40.64
5425,40.64
5440,40.64
5455,40.64
5472,38.10
5487,38.10
5502,38.10
5519,40.64
5534,40.64
5550,40.64
5566,50.80
5581,60.96
5597,63.50
5613,63.50
5628,63.50
5644,63.50
5660,60.96
5676,43.18
5691,40.64
5707,40.64
5723,38.10
5738,38.10
5754,38.10
5770,38.10
5785,38.10
5801,38.10
5817,38.10
5832,38.10
5849,38.10
5864,38.10
5880,38.10
5896,38.10
5911,38.10
5927,35.56
5943,35.56
5958,35.56
5975,35.56
5990,35.56
6005,38.10
6022,35.56
6037,35.56
6052,35.56
6069,35.56
6084,35.56
6099,35.56
6116,35.56
6131,35.56
6147,35.56
6163,35.56
6178,35.56
6194,35.56
6210,35.56
6225,35.56
6241,35.56
6257,35.56
6273,35.56
6288,35.56
6304,35.56
6320,35.56
6335,35.56
6351,38.10
6367,35.56
-1,-1
7383,35.56
7398,35.56
7413,33.02
7430,35.56
7445,35.56
7460,35.56
7477,35.56
7492,35.56
7507,35.56
7524,33.02
7539,33.02
7555,35.56
7571,35.56
7586,35.56
7602,35.56
7618,35.56
7633,35.56
7649,35.56
7665,35.56
7681,35.56
7696,35.56
7712,35.56
7728,35.56
7743,35.56
7759,35.56
7775,35.56
7790,35.56
7806,35.56
7822,35.56
7837,35.56
7854,35.56
7869,35.56
7884,35.56
7901,35.56
7916,35.56
7931,35.56
7948,35.56
7963,35.56
7979,35.56
7995,35.56
8010,35.56
8026,35.56
8042,35.56
8057,38.10
8073,38.10
8089,35.56
8104,38.10
8120,38.10
8136,38.10
8152,38.10
8167,38.10
8183,38.10
8199,38.10
8214,38.10
8230,38.10
8246,38.10
8261,38.10
8278,38.10
8293,38.10
8309,40.64
8325,40.64
8340,40.64
8356,60.96
8372,63.50
8387,63.50
8403,45.72
8419,40.64
8434,40.64
8451,40.64
8466,40.64
8481,40.64
8498,40.64
8513,40.64
8528,40.64
8545,40.64
8560,40.64
8576,40.64
8592,40.64
8607,40.64
8623,40.64
8639,40.64
8654,40.64
8670,43.18
8686,43.18
8701,66.04
8717,68.58
8733,68.58
8749,71.12
8764,73.66
8780,71.12
8796,73.66
8811,106.68
8827,111.76
8843,109.22
8858,111.76
8875,111.76
8890,109.22
8905,109.22
