77579,35.56
77594,35.56
77609,35.56
77626,38.10
77641,35.56
77658,38.10
77673,35.56
77688,38.10
77705,66.04
77720,71.12
77735,73.66
77752,73.66
77767,73.66
77784,73.66
77799,73.66
77814,73.66
77831,73.66
77846,48.26
77861,38.10
77878,35.56
77893,35.56
77910,38.10
77925,35.56
77940,35.56
77957,35.56
77972,35.56
77988,38.10
78004,71.12
78019,71.12
78035,71.12
78051,43.18
78066,38.10
78083,38.10
78098,63.50
78114,73.66
78130,73.66
78145,76.20
78161,76.20
78177,76.20
78192,81.28
78209,88.90
78224,88.90
78240,88.90
78256,91.44
78271,91.44
78287,91.44
78303,93.98
78318,93.98
78334,93.98
78350,93.98
78366,93.98
78382,93.98
78397,93.98
78413,93.98
78429,93.98
78444,93.98
78460,93.98
78476,93.98
78492,93.98
78508,93.98
78523,96.52
78539,93.98
78555,99.06
78570,99.06
78586,99.06
78602,111.76
78618,111.76
78633,111.76
78649,111.76
78665,111.76
78681,111.76
78697,43.18
78712,38.10
78728,38.10
78744,38.10
78759,38.10
78776,35.56
78791,35.56
78807,35.56
78823,38.10
78838,48.26
78855,109.22
78870,109.22
78885,111.76
78902,111.76
78917,111.76
78934,109.22
78949,43.18
78964,40.64
78981,38.10
78996,93.98
79012,109.22
79028,106.68
79043,109.22
79059,109.22
79075,109.22
79091,109.22
79107,109.22
79123,109.22
79138,109.22
79154,109.22
79170,109.22
79185,109.22
79202,109.22
79217,109.22
79234,109.22
79249,111.76
79264,111.76
79281,111.76
79296,111.76
79312,111.76
79328,111.76
79343,111.76
79360,109.22
79375,109.22
79391,50.80
79407,40.64
79422,38.10
79438,63.50
79454,91.44
79470,93.98
79485,93.98
79501,93.98
79517,93.98
79533,93.98
79549,96.52
79564,96.52
79580,96.52
79596,93.98
79611,91.44
79627,91.44
79643,93.98
79659,93.98
79675,93.98
79690,93.98
79706,93.98
79722,93.98
79737,81.28
79753,78.74
79769,78.74
79784,78.74
79801,76.20
79816,76.20
79832,58.42
79848,40.64
79863,40.64
79879,40.64
79895,38.10
79910,38.10
79927,38.10
79942,38.10
79958,35.56
79974,35.56
79989,63.50
80006,73.66
80021,73.66
80036,45.72
80053,40.64
80068,38.10
80083,35.56
80100,35.56
80115,38.10
80132,35.56
80147,38.10
80162,38.10
80179,38.10
80194,38.10
80209,40.64
80226,38.10
80241,38.10
80258,35.56
